Work Order,Description,Work Type,Location
WDW1115966,Cab - 421024 - Sunblind broken,CM,707024
WDW1115872,GSMR replace LSER RBA,CM,707004
WDW1115869,GMSR change LSER RB1,CM,707004
WDW1115822,INTERIOR - WIFI - Icomera Modem/router faulty from stock,CM,MAIN-WD
WDW1115813,CCTV - DOO function fault,CM,707023
WDW1115757,Interior - 423017 - Seat base power socket faulty,CM,707017
WDW1115754,CCTV-424017-Fault DOO BSIDE.,CM,707017
WDW1115727,INTERIOR-230V SOCKET COVERS CRACKED.,CM,707022
WDW1115726,GSMR radio RB1,CM,707028
WDW1115725,GSMR radio RBA,CM,707028
WDW1115724,GSMR radio RB1,CM,707010
WDW1115723,GSMR radio RBA,CM,707010
WDW1115722,RBF BLG 2 degraded - intermittently dropping out,CM,707004
WDW1115721,RBF BLG 1 degraded - intermittently dropping out,CM,707004
WDW1115720,'++RB1 Electrical cabinet ventilator failure,CM,707004
WDW1115718,INTERIOR - 422018 - WIFI not working (coupled to 7030),CM,707018
WDW1115582,CAB-425016-FIRE EXTINGUISHER REPLACE,CM,707016
WDW1115581,CAB-425016-PIS HANDSET DAMAGED,CM,707016
WDW1115567,INTERIOR-707030-SQR 1538167 WIFI not working.,CM,707030
WDW1115265,HVAC - 425015 - Only half the coach is cooling.see long description,CM,707015
WDW1115264,HVAC - 425023 - Only half the coach is cooling.see long description,CM,707023
WDW1115262,SAFETY - 421015 - GSMR would not accept head-code,CM,707015
WDW1115259,CAB-421021-  Door open flap missing door E,CM,707021
WDW1115258,CAB-421020-  Door open flap missing door F,CM,707020
WDW1115257,CCTV-425022-DOO Fault - MON until 16/08/22,CM,707022
WDW1115255,CCTV - 425024 - DOO camera side B defective,CM,707024
WDW1115253,Safety - 425018 - Smoke detector requires replaced,CM,707018
WDW1115251,SAFETY - 425016 - Loss of JRU/OTDR in trailing cab,CM,707016
WDW1115250,LSER-425005-Doors-ASDO Beacon Reader WO raised as part was swapped end to end .,CM,707005
WDW1115249,LSER-421005- Doors- ASDO beacon intermittently reading data.,CM,707005
WDW1115247,Safety - 421018 - Smoke detector failure,CM,707018
WDW1115246,Safety - 424018 - Smoke detector failure(Repeat),CM,707018
WDW1115245,HVAC - 423023 - High pitched screeching sound from saloon HVAC,CM,707023
WDW1115244,HVAC - 421023 - Replace K100 controller,CM,707023
WDW1115243,UNDERFRAME - WHEELS - 421& 425 require lathe,CM,707023
WDW1115240,UNDERFRAME-421-422 semi-permanent coupler,CM,707023
WDW1115237,SAFETY - 421017 - Unable to connect and download JRU,CM,707017
WDW1115235,SAFETY - 425017 -  Loss of OTDR (trailing cab),CM,707017
WDW1115231,,CM,
WDW1115228,SAFETY - 424 - Smoke detector failure Saloon in coach 424,CM,707018
WDW1115222,Safety - 421023 - Alleged GSMR issues,CM,707023
WDW1115215,'++RB1 Line Filter Cooling - Fan controller (-HE-E01) fan2 state (-HE-K05)(-HE-K06): redundancy fault,CM,707022
WDW1115214,UNDERFRAME - 425024 - Sandpipe issue reported by prepper,CM,707024
WDW1115212,PIS - 421023 - PA handset cable found damaged on prep,CM,707023
WDW1115211,SAFETY -7022 Loss of OTDR/JRU in trailing cab,CM,707022
WDW1115209,Cab - 421022 - Clipboard Clip Missing,CM,707022
WDW1115201,Safety - 421020 - Fit Smoke Gas Alarm Box (COMPLETE),CM,707020
WDW1115195,UPGRADE OF CAMERA MODULE TO V2,CM,
WDW1115192,CPMM2 to be replaced,CM,707019
WDW1115191,MREC module to replace 421,CM,707019
WDW1115060,Cab - 421014 - Driver's seat not adjusting height upwards,CM,707014
WDW1115059,CAB - 421024 -  Signal bell issue,CM,707024
WDW1115057,LSER- 421027-DDC2 - NO DIAG DATA.,CM,707027
WDW1115051,Safety - 421021 - Smoke detector failure,CM,707021
WDW1115050,Safety - 422018 - Smoke detector failure,CM,707018
WDW1115049,Exterior - 421022- Front bonnet cover rattling on bottom fixings,CM,707022
WDW1115046,Cab - 421016 - Drivers seat hard to raise up,CM,707016
WDW1115045,Cab - 425016 - PIS cab handset broken. Wires pulled out of handset,CM,707016
WDW1115044,Safety - 425015 - Driver and signaller cannot hear each other on GSMR,CM,707015
WDW1115025,SAFETY - 425018 - No AWS/TPWS or HMI screen working TIN,CM,707018
WDW1114954,Cab - 421023 - signal bell pushbutton on desk sticking,CM,707023
WDW1114952,Doors - 423019 - B Doors LOOU,CM,707019
WDW1114951,Safety - 421020 - Smoke detector failure (LOM 26/07),CM,707020
WDW1114950,HVAC - 425018 - Cab HVAC not cooling,CM,707018
WDW1114949,HVAC - 421030 - Cab HVAC not cooling,CM,707030
WDW1114945,HVAC - 421024 - Cab HVAC not cooling,CM,707024
WDW1114944,HVAC - 421023 - Cab HVAC not cooling,CM,707023
WDW1114942,HVAC - 425014 - cab HVAC blowing out hot air,CM,707014
WDW1114941,HVAC - 425021 - No Cab HVAC,CM,707021
WDW1114940,Underframe - 425022 - A side flange lube hose broken at elbow,CM,707022
WDW1114937,DOO camera replaced 424,CM,707027
WDW1114936,HVAC - 421020 - Cab HVAC not cooling. Cab is buried,CM,707020
WDW1114935,Safety - 425020 - Smoke Detector Failure (LOM 26/07),CM,707020
WDW1114934,HVAC - 421020 - No air conditioning in coach 421020,CM,707020
WDW1114923,PIS 421024 CC fault,CM,707024
WDW1114922,423 Hot Axle Box - Temperature Acquisition Implausible: Axle 2 Right,CM,707019
WDW1114921,HVAC - 421030 - cab air con not working,CM,707030
WDW1114917,DOORS - 421015 - Door release issue,CM,707015
WDW1114916,PIS - 425014 SC offline,CM,707014
WDW1114915,Doors - 422 - C - Door Fault - TSE Suspects DCU,CM,707016
WDW1114913,CCTV - 425024 - Screens in cab are blank,CM,707024
WDW1114912,PIS - 421024 - No PA or PIS reported from 421 cab,CM,707024
WDW1114911,LSER-Loss of Heating/cooling in coach 425 Saloon.,CM,707008
WDW1114910,Condenser Fan replaced,CM,707008
WDW1114776,CCTV - 424017 DOO funtion fault reported,CM,707017
WDW1114775,LSER-CCTV Monitors not working in 425 Cab,CM,707011
WDW1114774,HVAC - 423021 - Air conditioning reported not working,CM,707021
WDW1114773,SAFETY-UNIT-Fire reported on board with 7018 TIN,CM,707018
WDW1114771,,CM,
WDW1114768,DVR 425 replaced due to overheating,CM,707011
WDW1114763,CAB-425014-missing fixing on grab handle by E door,CM,707014
WDW1114762,PIS 421024 CC fault,CM,707024
WDW1114759,"ASDO - v>3kmh platform lengths differ between reader in ++RB1 and ++RBA, RBA has no value (auto ...",CM,707009
WDW1114758,421 Side A DOO camera replaced,CM,707028
WDW1114756,Safety - 425030 - Loss of OTDR/JRU,CM,707030
WDW1114755,Doors - 425017 - Cab door F comms fault,CM,707017
WDW1114753,HVAC - 425016 - Cab HVAC not cooling correctly,CM,707016
WDW1114750,Cab - 421018 - Drivers seat will not lock (FWD/Back),CM,707018
WDW1114749,Brakes - 707015 - Wrong start conditions for EBS,CM,707015
WDW1114637,Safety - 421 -DRA Button Requires Replacing,CM,707015
WDW1114636,Safety - DRA - Switch Broken,CM,707015
WDW1114634,INTERIOR-broken 230v socket covers.,CM,707017
WDW1114629,Interior - 424017 - Seat Back Needs Replacing,CM,707023
WDW1114625,Interior - 707023 - Carry out internal prep as per RAAP009 prior to LSER inspection,CM,707023
WDW1114624,423 Hot Axle Box - Temp. Acquis. Implaus. Axle 1 Right - MON 10/8/22,CM,707019
WDW1114621,DOORS - STOP! Door may be open at speed - 425014 Door C( Door 13),CM,707014
WDW1114524,LSER-707013-424013-Door Control Unit Replaced,CM,707013
WDW1114498,Underframe - lathe - Wheels require re-profiling,CM,707014
WDW1114497,UNDERFRAME-421-Axle No1 leaking end caps.,CM,707014
WDW1114496,LSER-707027-424027- HVAC-Loss of comms on PN,CM,707027
WDW1114494,LSER-707027-425027 -HVAC- Cab HVAC to be renewed due to high pressure fault E08-M40,CM,707027
WDW1114491,WO RAISED IN ERROR,CM,707005
WDW1114490,,CM,707020
WDW1114489,SAFETY - 421020 Smoke Detector failure,CM,707020
WDW1114487,LSER DOO Camera Replace (424 Side B LHS),CM,707015
WDW1114486,LSER DOO Camera Replace (423 Side B LHS),CM,707015
WDW1114485,LSER DOO Camera Replace (422 Side B RHS),CM,707015
WDW1114484,LSER DOO Camera Replace (421 Side B RHS),CM,707015
WDW1114482,SAFETY-425023-LOSS OF OTDR/JRU,CM,707023
WDW1114480,Safety - 422020 - Smoke detector failure,CM,707020
WDW1114477,SAFETY - 425023 Loss of OTDR/JRU in trailing cab 425023,CM,707023
WDW1114225,DOO replace 423 Side A,CM,707013
WDW1114224,UNDERFRAME-421015-Damage on plastic PMA glands. Bogie 1,CM,707015
WDW1114223,DOO Camera replaced 424 B side,CM,707026
WDW1114221,LSER-421006-CCTV DVR to be renewed,CM,707006
WDW1114220,DVR replaced 425,CM,707011
WDW1114216,CCTV-425-DOO cameras not automatically selected when train stops.,CM,707019
WDW1114215,SAFETY-421015-AWS F2 - MON until 10/07/22,CM,707015
WDW1114214,DOO high restart count - 423013,CM,707013
WDW1114099,LSER-421006 RDA  No GSM AND WLAN faults,CM,707006
WDW1114093,LSER-421006-CCTV DVR to be renewed,CM,707006
WDW1114089,PIS- CC- 421015-  Front LED off,CM,707015
WDW1114085,Safety - 707019 - Loss of OTDR/JRU both cabs,CM,707019
WDW1114081,DOORS-421022-DATA Con: Bell buzzer inaudible. TMS inaccessible in this cab,CM,707022
WDW1114073,LSER-412 DVR not responding,CM,707025
WDW1114072,LSER-Dragging brake fault.,CM,707001
WDW1114066,SAFETY – 425020 - Loss of oTDR/JRU,CM,707020
WDW1114064,CCTV-425- SideB (LHS) DOO camera stream failed - MON till 05/07/22,CM,707024
WDW1114061,COUPLER-425- Unable to detach,CM,707024
WDW1114059,DOORS – 423014 - D door major failure,CM,707014
WDW1113948,SAFETY - 421017 - OTDR defective leading vehicle,CM,707017
WDW1113947,PIS - 425023 - No sound from Handset on cab-cab,CM,707023
WDW1113945,SAFETY - 421017 - OTDR defective leading vehicle,CM,707017
WDW1113944,SAFETY – 421020 - PAF - smoke detector failure,CM,707020
WDW1113715,DOO - 421 DOO Side B RHS requires changing,CM,707014
WDW1113714,HVAC - 425 Saloon M40 winding protection active,CM,707014
WDW1113712,DOORS - 425017 Local door operation fault,CM,707017
WDW1113711,DOO function fault,CM,707017
WDW1113710,SAFETY - 421023 - Cab fire extinguisher out of date,CM,707023
WDW1113703,'++RB1 Line Filter Cooling - Fan controller (-HE-E01) fan 2 state(-HE-K05)(-HE-K06): redundancy fault,CM,707018
WDW1113698,421 - DOO function fault,CM,707020
WDW1113697,707027 424 DOO Side A camera replace,CM,707027
WDW1113696,707027 422 DOO Side A camera replace,CM,707027
WDW1113692,DOO - 425-  CCTV screens not coming on when stopping at stations,CM,707020
WDW1113550,PIS-UNIT-All PIS screens blank Audio working,CM,707017
WDW1113549,DOO - 424022 B SIDE - LSER - DOO camera replaced for LSER,CM,707022
WDW1113548,DOO - 423 (B SIDE) LSER - DOO camera replaced for LSER,CM,707022
WDW1113452,WO raised for DOO camera return,CM,QUARANTINE-WD
WDW1113450,CCTV - 421024 - B side DOO camera not working,CM,707024
WDW1113444,CCTV-425-DOO cameras showing none platform side.,CM,707024
WDW1113437,cab hvac replaced 425,CM,707028
WDW1113436,HVAC supply fan fault,CM,707028
WDW1113435,No comms to JRU or ATO,CM,707008
WDW1113306,LSER-UNDERFRAME-421- Wheels 7& 8 require turning due to rollover,CM,707029
WDW1113305,HVAC-425-Driver reports cab HVAC not working.,CM,707016
WDW1113298,Safety - 421019 - Loss of JRU/OTDR in leading coach (repeat),CM,707019
WDW1113297,LSER-BLG -HC-A02 FAULTY- Over Temp in Power Block.,CM,707008
WDW1113275,LSER-BLG -HC-A01 FAULTY- Input undervoltage Fault,CM,707008
WDW1113214,DOO fault 421001,CM,707001
WDW1113213,Hvac comms fault RB1,CM,707027
WDW1113212,Safety - 423017 - Smoke detector failure,CM,707017
WDW1113210,Interior - 707024 - Power sockets at seats throughout unit are cracked and need replaced,CM,707024
WDW1113209,Cab - 421024 - Driver's seat heavy to raise up,CM,707024
WDW1113206,HVAC - 422021 - Controller changed out,CM,707021
WDW1113201,Safety - 421016 - OTDR/JRU fault (boxed in cab),CM,707016
WDW1113200,HVAC  - 425016 - Cab HVAC fan running very noisy,CM,707016
WDW1113090,HVAC - Air conditioning and fresh air supply failure coach 422,CM,707021
WDW1113089,Air conditioning and fresh air supply failure coach 421,CM,707024
WDW1113083,Motor encoder fault TCUP-11 (see long),CM,707003
WDW1113073,CCTV-425-A2 25 1B52 At least one DOO camera failed,CM,707017
WDW1112928,DOORS – 425021 - driver only receiving 1 bell. on multiple occasions I gave 2 bells.,CM,707021
WDW1112868,Doo to replace 425A - high restart count,CM,707019
WDW1112867,DOO cam 423A - high restart count,CM,707019
WDW1112861,PIS - 421022 - PIS Cab to Cab call stays connected when call finished,CM,707022
WDW1112605,PIS – 421017 - Driver reports the cab to cab and start bell are very quiet,CM,707017
WDW1112468,DOO - 425021 - DOO camera asset swap for LSER,CM,707021
WDW1112467,DOO - 424021 - DOO camera asset swap for LSER,CM,707021
WDW1112466,DOO - 423021 DOO camera asset swap for LSER,CM,707021
WDW1112371,SRD TL0134 - Sander pipe bracket check,CM,707024
WDW1112370,SRD TL0134 - Sander pipe bracket check,CM,707021
WDW1112369,SRD TL0134 - Sander pipe bracket check,CM,707020
WDW1112368,707027 421 DOO Side B camera replace,CM,707027
WDW1112367,Door A communication failure coach 421,CM,707011
WDW1112357,Screen wash defect reported on 425 (See long),CM,707012
WDW1112353,421 Door A control unit fault (see long),CM,707011
WDW1112352,DOO Function Fault,CM,707017
WDW1112238,Doo Functional fault,CM,707030
WDW1112235,425021 DVR Storage module faulty,CM,707021
WDW1112156,PIS - 421030 SQE - 1304182 - PIS screens not working,CM,707030
WDW1112015,SAFETY – 421018 - Loss of OTDR/JRU in trailing coach,CM,707018
WDW1112012,UNDERFRAME-421030-axle end cap leaking wheel 8,CM,707030
WDW1112011,SAFETY-425021-Loss of OTDR/JRU,CM,707021
WDW1112010,SAFETY-707030-Loss of OTDR/JRU,CM,707030
WDW1112007,"425 HMI discoloured-certain parts of screen showing light blue when should be white, pleas see pic a",CM,707004
WDW1112003,Interior - 707016 - Power sockets at seats cracked throughout unit,CM,707016
WDW1111996,comms error LSER 425,CM,707025
WDW1111995,SAFETY - 425015 - Loss of OTDR/JRU Leading coach,CM,707015
WDW1111878,SPCS-A1 dropped out causing changeover - UBA (1 REP),CM,707004
WDW1111876,Safety - 425014 -Smoke Detector Not Working - No Power,CM,707014
WDW1111870,LSER DOO Camera Replace (425 B Side),CM,707019
WDW1111825,LSER DOO camera replace,CM,707019
WDW1111824,SAFETY-421-Loss of OTDR/JRU,CM,707015
WDW1111822,DOO Function fault - MON until 30/05/22,CM,707023
WDW1111785,HVAC controller no comms 424,CM,707025
WDW1111777,Cab Hvac Replaced RB1,CM,707025
WDW1111774,LSER-422004-BLG-HC-A01 has comms issues,CM,BROKEN-WD
WDW1111772,Doors -707015 -- Guard alleges door defect,CM,707015
WDW1111771,BLG faulty RB6,CM,707004
WDW1111762,CCTV - 421021 CCTV HDD defective,CM,707021
WDW1111761,LSER-421004-SPCS--A1 Not Available causing a UBS,CM,707004
WDW1111760,LSER-425028-Saloon HVAC M10 Supply Air Fan to be renewed,CM,707028
WDW1111759,LSER-421012 LH (A)Side DOO Camera Glass Broken,CM,707012
WDW1111758,Emegency brakes applied 425 - due to failure on contactor JA-K04/K05,CM,707003
WDW1111757,Underframe - 421024 - Bogie 2 restricted air spring fault LOM till 24/05/22,CM,707024
WDW1111754,WO created as to facilitate DVR Memory module change for WO WDW1110928,CM,707017
WDW1111725,DOO - DOO camera asset swap for LSER,CM,707021
WDW1111716,LSER- 425002-HVAC-Cab HVAC noisy on cooling,CM,707002
WDW1111714,LSER- 421002-HVAC-Cab HVAC noisy on cooling,CM,707002
WDW1111711,Underframe – Underframe Inspection Required Before Release Into Service,CM,707021
WDW1111710,Underframe - RB6 - Hot Axle Box - Axle 1 Right,CM,707020
WDW1111709,PN - ++RBA -  ETB Link Line A1 (direction coupler) Faulty,CM,707023
WDW1111708,Safety - JA-K06 / -JA-K07 redundancy failure,CM,707014
WDW1111707,Dragging brake fault,CM,707012
WDW1111706,RBA Noisy Cab HVAC,CM,707002
WDW1111705,RB1 Cab HVAC replaced,CM,707002
WDW1111700,Power conversion - RBA - 421 - ACU Cooling Is Faulty - LOM 21.05,CM,707021
WDW1111699,'++RB1 Redundancy Fault Contactors -JA-K06/-JA-K07,CM,707021
WDW1111698,Power Conversion -TCUP  - 421 - ACU - Cooling Is Faulty,CM,707014
WDW1111697,Doors - RBF 422 - Door B Light Barrier Not Working,CM,707014
WDW1111695,Cab - 421016 - Drivers seat height adjustment requires new gas springs,CM,707016
WDW1111694,Cab - 425016 - Drivers seat height adjustment requires new gas springs,CM,707016
WDW1111574,Safety -  425022 - AWS/TPWS fault,CM,707022
WDW1111569,CCTV - 421030 - LHS DOO camera has high restart counts - requires replaced.,CM,707030
WDW1111552,DOORS - 425030 - Door D1 & D2 failed to open,CM,707030
WDW1111515,CCTV-425 side B DOO camera Not working,CM,707027
WDW1111341,SAFETY - Loss of JRU/OTDR leading coach HOLD till 05/05/2022,CM,707019
WDW1111340,(PAR) Power Supply -  707422 - Battery Charger Not Charging,CM,707023
WDW1111339,PIS- 422020- Car switch fault,CM,707020
WDW1111214,SAFETY - 422 - Smoke detector failure,CM,707014
WDW1111200,SAFETY – 421018 - Loss of OTDR/JRU,CM,707018
WDW1111199,CAB – 421024 - HMI not illuminating TIN,CM,707024
WDW1111196,SAFETY-425-Saloon Extinguisher robbed for service unit @ SH,CM,707019
WDW1111109,CCTV-DOO-424008 DOO camera side 'B' has loss of comms and unable to reset,CM,707008
WDW1111103,HVAC – 421030 - Saloon HVAC modules deactivated via HMI. HMI not responding to re-act,CM,707030
WDW1111064,UNDERFRAME-425-Bogie 1 left hand shoegear pivot pin corrosion,CM,707022
WDW1111059,RDA issues 425,CM,707029
WDW1110996,SAFETY - 425 Guard unable to hear signal bells,CM,707024
WDW1110934,SAFETY-425019-Loss of OTDR/JRU leading coach,CM,707019
WDW1110928,DOO function fault-Repeat fault - DVR4,CM,707017
WDW1110926,421017 DOO function fault,CM,707017
WDW1110668,PN - SPSR-A1 missing,CM,707020
WDW1110659,PIS-423030-Missing allen key screw,CM,707030
WDW1110651,LSER DOO camera failed in service,CM,707028
WDW1110650,LSER DOO loss of stream,CM,707013
WDW1110649,LSER 422028 Coach and Bogie Heights to be carried out after turning,CM,707028
WDW1110644,PIS - 423030 - Possible car controller faulty,CM,707030
WDW1110632,INTERIOR-424030-Fire detected Saloon coach 424,CM,707030
WDW1110630,HVAC - 422014 - Missing plastic cover x2 from HVAC filter panel (RAR),CM,707014
